"","Ind_ID","label","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Birthday_count","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Type_Occupation","Family_Members"
"544",5099877,0,"F","Y","Y",0,103500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21671,365243,1,0,1,0,"",2
"972",5047870,0,"M","Y","Y",1,292500,"Commercial associate","Higher education","Married","House / apartment",-12569,-3322,1,0,0,0,"",3
"309",5023410,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21642,365243,1,0,0,0,"",2
"895",5095751,0,"F","N","N",0,202500,"Working","Secondary / secondary special","Married","With parents",-12869,-340,1,1,1,0,"Managers",2
"1088",5033659,0,"M","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19103,-3670,1,0,0,0,"Laborers",2
"786",5062362,0,"F","N","Y",0,270000,"Pensioner","Higher education","Married","House / apartment",-20814,365243,1,0,0,0,"",2
"1503",5010795,0,"F","N","N",0,45000,"State servant","Secondary / secondary special","Married","House / apartment",-13941,-5334,1,1,1,0,"Medicine staff",2
"1137",5067961,0,"M","Y","Y",0,360000,"Working","Higher education","Married","House / apartment",-22111,-3854,1,0,0,0,"Managers",2
"1102",5142448,0,"M","Y","Y",0,315000,"Working","Incomplete higher","Married","House / apartment",NA,-1444,1,0,0,0,"Managers",2
"851",5116809,0,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-18365,-701,1,0,0,0,"High skill tech staff",2
"1075",5148981,0,"F","Y","Y",0,94500,"Working","Secondary / secondary special","Married","House / apartment",-18095,-10364,1,0,0,0,"High skill tech staff",2
"386",5096466,0,"M","Y","N",1,450000,"Working","Higher education","Married","House / apartment",-19410,-5545,1,1,0,0,"Managers",3
"1349",5148748,0,"F","Y","Y",1,135000,"Commercial associate","Incomplete higher","Civil marriage","House / apartment",-11469,-686,1,0,1,0,"",3
"1200",5048448,0,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",NA,365243,1,0,0,0,"",2
"1315",5045537,0,"M","Y","N",2,225000,"State servant","Higher education","Married","With parents",-10937,-1539,1,0,0,0,"High skill tech staff",4
"534",5037247,0,"M","Y","Y",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-12170,-926,1,0,0,0,"Laborers",4
"693",5091824,0,"M","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-14638,-5891,1,0,0,0,"Laborers",1
"332",5087944,0,"F","N","Y",0,72000,"Working","Secondary / secondary special","Widow","House / apartment",-19923,-2078,1,1,1,0,"Cleaning staff",1
"1403",5091822,0,"M","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-14638,-5891,1,0,0,0,"Laborers",1
"1051",5115921,0,"M","Y","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15344,-314,1,0,0,0,"Drivers",2
"1379",5010226,0,"F","Y","Y",1,90000,"State servant","Secondary / secondary special","Married","House / apartment",-17532,-8044,1,0,0,0,"Medicine staff",3
"400",5028292,0,"F","N","Y",0,292500,"Working","Higher education","Separated","House / apartment",-19736,-12621,1,0,1,0,"Core staff",1
"262",5105614,0,"F","Y","Y",2,135000,"Working","Higher education","Married","House / apartment",-12334,-460,1,0,0,0,"Accountants",4
"696",5035859,0,"F","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-21185,-2381,1,0,0,0,"Accountants",1
"949",5126809,0,"M","N","Y",1,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10676,-2326,1,0,1,1,"Laborers",3
"1266",5061135,0,"F","N","Y",2,58500,"Working","Higher education","Married","House / apartment",-14228,-5950,1,0,0,0,"Core staff",4
"1472",5048217,0,"M","Y","Y",1,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12250,-857,1,0,0,0,"Laborers",3
"549",5088503,0,"M","Y","Y",0,72000,"Working","Higher education","Married","House / apartment",-21897,-619,1,0,0,0,"Security staff",2
"611",5021967,0,"F","N","N",1,103500,"Working","Secondary / secondary special","Married","House / apartment",-11720,-1191,1,0,0,0,"Sales staff",3
"774",5053636,0,"F","N","N",0,225000,"Pensioner","Higher education","Separated","House / apartment",-21944,365243,1,0,0,0,"",1
"357",5105150,0,"F","N","Y",0,90000,"Working","Higher education","Married","House / apartment",-18940,-1763,1,0,0,0,"Sales staff",2
"514",5148792,0,"F","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-17450,-5495,1,0,0,0,"Managers",1
"989",5089240,0,"F","N","N",0,270000,"State servant","Secondary / secondary special","Separated","House / apartment",-19363,-12332,1,0,1,1,"Medicine staff",1
"1408",5091925,0,"F","Y","Y",0,405000,"Commercial associate","Incomplete higher","Married","House / apartment",-18517,-3944,1,0,1,0,"",2
"1047",5062095,0,"M","Y","N",0,180000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10171,-1812,1,1,1,0,"High skill tech staff",1
"862",5137247,0,"F","N","N",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-17355,-3273,1,1,1,0,"Secretaries",2
"342",5046362,0,"F","N","Y",0,90000,"Working","Secondary / secondary special","Civil marriage","With parents",-14386,-139,1,1,1,0,"Sales staff",2
"843",5033797,0,"F","Y","Y",0,148500,"Commercial associate","Secondary / secondary special","Married","Office apartment",-17107,-2277,1,0,0,0,"Core staff",2
"1182",5088501,0,"M","Y","Y",0,72000,"Working","Higher education","Married","House / apartment",-21897,-619,1,0,0,0,"Security staff",2
"766",5099980,0,"M","N","Y",0,90000,"Working","Secondary / secondary special","Separated","House / apartment",-15059,-1069,1,0,0,0,"Low-skill Laborers",1
"358",5045253,0,"F","N","Y",1,270000,"Working","Secondary / secondary special","Married","House / apartment",-20854,-3689,1,0,0,0,"Core staff",3
"962",5118527,0,"F","N","Y",0,180000,"Commercial associate","Higher education","Married","House / apartment",-22190,-523,1,0,0,0,"",2
"1344",5135851,0,"F","N","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16234,-6075,1,0,1,0,"Laborers",3
"664",5090509,0,"M","Y","Y",0,225000,"Commercial associate","Higher education","Married","House / apartment",-10791,-156,1,0,0,0,"Managers",2
"285",5095356,0,"F","N","N",0,157500,"Working","Secondary / secondary special","Single / not married","With parents",-9020,-1039,1,0,0,0,"Sales staff",1
"1535",5096856,0,"M","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17975,-3476,1,0,0,0,"Drivers",2
"659",5116640,0,"F","N","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-15804,-732,1,0,0,1,"",3
"439",5053003,0,"F","Y","Y",0,157500,"Working","Incomplete higher","Married","House / apartment",-9389,-1632,1,1,1,0,"",2
"516",5088836,0,"F","N","Y",0,612000,"State servant","Secondary / secondary special","Married","House / apartment",-12563,-3715,1,0,0,1,"Accountants",2
"632",5090049,0,"F","N","Y",0,69372,"Working","Secondary / secondary special","Married","House / apartment",-15887,-217,1,1,1,0,"Laborers",2
"887",5116373,0,"F","N","N",1,90000,"Working","Secondary / secondary special","Married","With parents",-10092,-976,1,0,0,0,"",3
"1543",5118268,0,"M","Y","N",1,360000,"State servant","Secondary / secondary special","Married","House / apartment",-11294,-3536,1,0,1,0,"Drivers",3
"258",5033452,0,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-19143,-5498,1,1,1,0,"Core staff",2
"1538",5090942,0,"M","N","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13336,-1436,1,0,0,0,"Low-skill Laborers",2
"930",5113134,0,"F","N","Y",0,189000,"Pensioner","Incomplete higher","Widow","House / apartment",-21845,365243,1,0,0,0,"",1
"731",5146318,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Separated","House / apartment",-14760,-1315,1,0,0,0,"",1
"751",5116883,0,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-17779,-1344,1,1,0,0,"Laborers",2
"589",5100027,0,"F","Y","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-19317,-11542,1,0,0,0,"Medicine staff",2
"220",5091963,0,"M","Y","N",0,180000,"Working","Secondary / secondary special","Married","Municipal apartment",-18809,-1416,1,1,0,0,"Drivers",2
"1155",5054097,0,"M","Y","N",2,202500,"Working","Higher education","Married","House / apartment",-11736,-727,1,0,0,0,"Drivers",4
"674",5046003,0,"F","N","Y",1,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-15039,-3334,1,0,1,0,"Private service staff",2
"927",5088055,0,"F","N","Y",0,216000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17937,-3054,1,0,0,0,"Medicine staff",1
"1149",5142599,0,"F","N","Y",2,76500,"State servant","Higher education","Married","House / apartment",-14595,-2143,1,0,0,0,"",4
"456",5116879,0,"F","N","N",0,112500,"Working","Higher education","Single / not married","With parents",-11061,-157,1,1,1,0,"High skill tech staff",1
"595",5114354,0,"M","Y","N",0,180000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-9810,-2993,1,1,0,0,"",2
"642",5096670,0,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21440,365243,1,0,1,0,"",1
"841",5023838,0,"F","Y","N",0,315000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-19801,-1077,1,0,1,0,"Core staff",2
"1421",5093248,0,"F","N","Y",0,247500,"Commercial associate","Higher education","Married","House / apartment",-11914,-2980,1,0,0,0,"Sales staff",2
"233",5113159,0,"M","Y","Y",0,157500,"Commercial associate","Secondary / secondary special","Single / not married","Municipal apartment",-9862,-2135,1,1,0,0,"Laborers",1
"264",5105556,0,"F","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-19802,-4532,1,0,0,0,"Laborers",2
"959",5010225,0,"F","Y","Y",1,90000,"State servant","Secondary / secondary special","Married","House / apartment",-17532,-8044,1,0,0,0,"Medicine staff",3
"902",5100106,0,"M","Y","N",0,81000,"Working","Secondary / secondary special","Married","House / apartment",-17660,-3261,1,1,1,0,"Laborers",2
"669",5069289,0,"F","N","Y",0,270000,"Commercial associate","Incomplete higher","Married","House / apartment",-14783,-3397,1,0,0,0,"Core staff",2
"1143",5142118,0,"M","N","N",1,225000,"Working","Higher education","Married","House / apartment",-18093,-2493,1,0,0,0,"Managers",3
"1263",5096085,0,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","Municipal apartment",-18165,-11451,1,0,0,0,"Cooking staff",2
"369",5148527,0,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23365,365243,1,0,0,0,"",2
"270",5112662,0,"F","N","N",1,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12269,-604,1,0,0,0,"Managers",3
"484",5023482,0,"F","N","Y",1,119250,"Working","Secondary / secondary special","Married","House / apartment",-15931,-4404,1,1,1,0,"Core staff",3
"292",5045917,0,"M","Y","Y",0,315000,"Commercial associate","Secondary / secondary special","Married","Rented apartment",-16990,-2026,1,0,0,0,"Drivers",2
"396",5023059,0,"M","Y","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-11279,-508,1,0,0,0,"Laborers",3
"1203",5143362,0,"F","N","Y",0,126000,"Working","Secondary / secondary special","Married","House / apartment",-22811,-2234,1,1,1,0,"High skill tech staff",2
"1043",5104945,0,"F","N","Y",3,67500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16694,-412,1,1,1,0,"Sales staff",5
"492",5099907,0,"F","N","Y",2,112500,"Working","Incomplete higher","Married","House / apartment",-10927,-1860,1,0,0,0,"Core staff",4
"1092",5135863,0,"F","N","Y",2,67500,"Working","Secondary / secondary special","Married","House / apartment",-12226,-596,1,0,0,0,"Sales staff",4
"553",5126527,0,"F","N","N",0,225000,"State servant","Secondary / secondary special","Married","With parents",-12269,-196,1,0,1,0,"Medicine staff",2
"937",5026177,0,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19171,-7804,1,1,0,0,"Laborers",2
"790",5066617,0,"F","N","Y",0,139500,"Working","Secondary / secondary special","Married","House / apartment",-18730,-157,1,0,0,1,"Cooking staff",2
"505",5142136,0,"F","N","N",2,144000,"Working","Secondary / secondary special","Married","House / apartment",-17001,-5004,1,0,0,0,"Medicine staff",4
"555",5125471,0,"M","Y","Y",1,450000,"Commercial associate","Higher education","Married","House / apartment",-17437,-1748,1,0,0,0,"",3
"1249",5088433,0,"F","N","Y",0,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17840,-1807,1,0,0,0,"Core staff",1
"1281",5139846,0,"M","Y","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","Rented apartment",-10482,-2654,1,0,0,0,"",2
"584",5092287,0,"F","N","Y",0,247500,"Pensioner","Higher education","Married","House / apartment",-22107,365243,1,0,0,0,"",2
"871",5069257,0,"F","Y","Y",1,67500,"Working","Secondary / secondary special","Married","House / apartment",-12821,-931,1,0,1,1,"Laborers",3
"638",5150038,0,"M","N","N",0,180000,"Working","Secondary / secondary special","Single / not married","With parents",-12784,-1537,1,0,0,0,"Drivers",1
"1307",5061139,0,"F","Y","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21454,365243,1,0,0,0,"",2
"698",5116613,0,"M","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11808,-3533,1,0,0,0,"",2
"825",5009821,0,"F","Y","N",0,99000,"Working","Secondary / secondary special","Married","House / apartment",-14883,-5457,1,0,1,0,"Cooking staff",2
"185",5105818,0,"F","N","Y",0,45000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22072,365243,1,0,1,0,"",2
"1401",5089497,0,"F","N","N",1,112500,"Working","Secondary / secondary special","Widow","House / apartment",-19931,-1313,1,0,0,0,"",2
"856",5021584,0,"F","N","N",1,40500,"State servant","Secondary / secondary special","Married","Rented apartment",-13052,-1952,1,0,0,0,"Cooking staff",3
"1036",5089218,0,"F","Y","N",1,171000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14017,-6488,1,1,1,0,"Medicine staff",3
"926",5114294,0,"F","N","N",0,112500,"State servant","Secondary / secondary special","Widow","House / apartment",-19295,-5246,1,1,0,0,"",1
"1529",5033520,0,"F","Y","Y",3,180000,"Working","Secondary / secondary special","Married","Municipal apartment",-12559,-5862,1,0,1,0,"Medicine staff",5
"1475",5009918,0,"F","N","Y",2,99000,"Commercial associate","Higher education","Married","House / apartment",-12752,-433,1,0,1,0,"Accountants",4
"228",5117778,0,"F","Y","N",0,144000,"Working","Secondary / secondary special","Widow","House / apartment",-14407,-1345,1,0,0,0,"HR staff",1
"1383",5037202,0,"F","Y","Y",1,112500,"Working","Higher education","Married","House / apartment",-9032,-420,1,0,0,0,"Managers",3
"1156",5050975,0,"F","N","N",1,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-15964,-7591,1,0,0,0,"Core staff",2
"195",5115566,0,"M","N","Y",0,126000,"Pensioner","Secondary / secondary special","Married","Rented apartment",-16491,365243,1,0,0,0,"",2
"692",5029251,0,"M","N","Y",0,157500,"Working","Higher education","Married","House / apartment",-14023,-4280,1,1,0,0,"Laborers",2
"1005",5114032,0,"F","N","N",0,99000,"Working","Higher education","Married","House / apartment",-14661,-5521,1,0,0,0,"",2
"442",5137022,0,"F","N","N",0,180000,"State servant","Secondary / secondary special","Widow","House / apartment",-18181,-351,1,1,1,0,"Laborers",1
"823",5048121,0,"M","Y","Y",2,292500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12091,-2653,1,0,1,0,"",4
"542",5097134,0,"M","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-11382,-2468,1,1,1,0,"Drivers",2
"1414",5146456,0,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15407,-1801,1,0,0,0,"Waiters/barmen staff",2
"1417",5091708,0,"F","Y","Y",0,135000,"Working","Higher education","Married","House / apartment",-12274,-3944,1,0,0,0,"Managers",2
"908",5142482,0,"M","Y","N",2,166500,"Commercial associate","Higher education","Married","House / apartment",-12312,-1199,1,0,0,0,"Core staff",4
"1243",5090039,0,"M","N","N",1,225000,"Working","Higher education","Married","House / apartment",-13747,-6273,1,0,0,0,"Core staff",3
"789",5041535,0,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-19819,-1463,1,0,1,0,"Laborers",1
"575",5091929,0,"F","Y","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-18197,-657,1,0,0,0,"",2
"1229",5078805,0,"F","N","Y",0,306000,"Working","Secondary / secondary special","Married","House / apartment",-18927,-2978,1,0,0,0,"High skill tech staff",2
"317",5023563,0,"F","N","Y",0,202500,"Working","Secondary / secondary special","Widow","House / apartment",-17782,-9975,1,0,0,0,"Core staff",1
"1479",5023816,0,"F","Y","Y",1,225000,"Commercial associate","Higher education","Married","House / apartment",-17002,-803,1,1,1,0,"Managers",3
"307",5090861,0,"F","Y","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19765,-2168,1,0,0,0,"Sales staff",2
"1140",5142239,0,"F","Y","Y",0,270000,"State servant","Higher education","Married","House / apartment",-16421,-8230,1,0,0,0,"Managers",2
"1504",5116594,0,"M","Y","N",0,157500,"Working","Higher education","Married","House / apartment",-15602,-611,1,0,0,0,"",2
"1232",5022789,0,"F","N","N",0,112500,"Working","Secondary / secondary special","Separated","House / apartment",-12369,-187,1,0,0,0,"Core staff",1
"830",5137229,0,"M","Y","N",0,180000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-14084,-2696,1,1,0,0,"Drivers",2
"500",5022761,0,"F","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-9791,-1344,1,0,0,1,"Sales staff",2
"1395",5052606,0,"M","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Single / not married","Rented apartment",-18785,-1598,1,0,0,0,"",1
"1343",5061246,0,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2
"1446",5090415,0,"F","Y","N",0,216000,"Working","Secondary / secondary special","Single / not married","House / apartment",-19765,-9925,1,1,1,0,"",1
"504",5132264,0,"F","N","N",0,144000,"Working","Secondary / secondary special","Married","House / apartment",NA,-2052,1,0,1,0,"Laborers",2
"597",5024386,0,"F","N","N",0,117000,"Working","Secondary / secondary special","Married","Municipal apartment",-13494,-1281,1,0,0,0,"Sales staff",2
"727",5090871,0,"F","N","N",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-14172,-1130,1,0,0,0,"Medicine staff",4
"546",5097024,0,"M","Y","N",0,198000,"Commercial associate","Higher education","Married","House / apartment",-13643,-2956,1,0,0,0,"Managers",2
"241",5028615,0,"","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","With parents",-10681,-2152,1,0,1,0,"Sales staff",1
"1381",5143374,0,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-24001,365243,1,0,0,0,"",2
"1028",5089887,0,"F","N","Y",0,157500,"Working","Higher education","Married","House / apartment",-10662,-1556,1,0,0,0,"Sales staff",2
"283",5068038,0,"F","N","N",0,112500,"State servant","Secondary / secondary special","Married","With parents",-17164,-9363,1,0,0,0,"Medicine staff",2
"329",5149027,0,"F","N","Y",0,162000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22795,365243,1,0,0,0,"",2
"1501",5067729,0,"F","N","Y",1,135000,"Commercial associate","Incomplete higher","Married","House / apartment",-10288,-2616,1,1,1,0,"Managers",3
"629",5068470,0,"F","N","N",1,108000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15150,-719,1,0,0,0,"Medicine staff",3
"900",5146447,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Widow","House / apartment",-14394,-919,1,0,1,0,"Managers",1
"707",5067102,0,"F","N","N",0,180000,"Commercial associate","Secondary / secondary special","Single / not married","Municipal apartment",-16761,-4534,1,0,0,0,"Sales staff",1
"394",5088834,0,"F","N","Y",0,612000,"State servant","Secondary / secondary special","Married","House / apartment",-12563,-3715,1,0,0,1,"Accountants",2
"1077",5024604,0,"F","N","Y",0,630000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-21982,365243,1,0,1,0,"",1
"1522",5079127,0,"M","N","Y",0,270000,"Working","Higher education","Married","House / apartment",-11944,-2262,1,0,0,0,"Laborers",2
"1285",5118118,0,"M","N","N",1,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13538,-5422,1,1,1,0,"Drivers",3
"334",5068491,0,"M","N","N",1,315000,"Commercial associate","Higher education","Married","House / apartment",-18321,-110,1,0,1,0,"",3
"485",5054099,0,"M","Y","N",2,202500,"Working","Higher education","Married","House / apartment",-11736,-727,1,0,0,0,"Drivers",4
"1322",5117497,0,"M","N","Y",0,90000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-16459,-704,1,1,0,0,"Low-skill Laborers",2
"1247",5054228,0,"F","N","N",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-11515,-89,1,1,0,0,"Managers",4
"1048",5079057,0,"M","Y","N",0,121500,"Working","Secondary / secondary special","Married","House / apartment",-14869,-6904,1,0,1,0,"Laborers",2
"522",5067419,0,"F","N","Y",0,144000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23334,365243,1,0,0,0,"",2
"1108",5142649,0,"M","Y","N",0,157500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17575,-2234,1,0,1,0,"Laborers",2
"560",5065601,0,"M","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20867,-1266,1,0,1,0,"Laborers",2
"1462",5137365,0,"M","Y","N",0,337500,"Working","Secondary / secondary special","Married","House / apartment",-14479,-1022,1,0,1,0,"Drivers",2
"1060",5095514,0,"M","Y","Y",0,297000,"Working","Secondary / secondary special","Married","House / apartment",-20509,-1161,1,0,1,0,"",2
"833",5090386,0,"F","N","Y",0,247500,"Commercial associate","Higher education","Single / not married","House / apartment",-21537,-13735,1,0,0,0,"Core staff",1
"624",5116369,0,"M","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-19511,-3503,1,0,0,0,"Drivers",2
"260",5065335,0,"M","N","Y",0,202500,"Commercial associate","Lower secondary","Married","Rented apartment",-9766,-1935,1,0,1,0,"Sales staff",2
"1147",5096095,0,"F","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-10728,-1619,1,1,1,0,"Accountants",3
"724",5096169,0,"F","N","N",0,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19601,-796,1,0,0,0,"High skill tech staff",2
"995",5021737,0,"F","N","Y",0,189000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-20858,365243,1,0,0,0,"",1
"363",5028572,0,"F","N","Y",0,112500,"Pensioner","Higher education","Married","House / apartment",-22062,365243,1,0,0,0,"",2
"1389",5149296,0,"F","Y","Y",0,247500,"Commercial associate","Higher education","Married","House / apartment",-14462,-1871,1,0,1,1,"",2
"1190",5048610,0,"F","N","Y",0,315000,"Working","Secondary / secondary special","Separated","House / apartment",-15256,-3291,1,0,0,0,"Laborers",1
"743",5149744,0,"F","N","Y",1,105750,"Working","Secondary / secondary special","Married","With parents",-12753,-1386,1,0,0,0,"Cleaning staff",3
"491",5113976,0,"M","Y","N",0,270000,"Working","Incomplete higher","Married","House / apartment",-11955,-893,1,1,1,1,"Laborers",2
"1029",5090790,0,"F","Y","Y",0,238500,"Working","Higher education","Married","House / apartment",-15203,-7095,1,0,0,0,"Medicine staff",2
"891",5087819,0,"M","N","Y",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-15788,-1563,1,0,0,0,"Security staff",4
"1526",5023719,0,"F","Y","Y",0,175500,"Pensioner","Higher education","Married","House / apartment",-22077,365243,1,0,1,0,"",2
"935",5105436,0,"M","N","Y",2,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14358,-2317,1,0,0,0,"",4
"1301",5091639,0,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Single / not married","House / apartment",-18093,-3061,1,0,0,0,"",1
"244",5021775,0,"F","N","Y",0,292500,"Commercial associate","Higher education","Civil marriage","House / apartment",-14522,-1552,1,0,0,0,"Laborers",2
"1276",5022458,0,"M","Y","Y",1,144000,"Working","Secondary / secondary special","Married","House / apartment",-8696,-1070,1,0,0,1,"Drivers",3
"1392",5112736,0,"M","Y","Y",0,315000,"Working","Higher education","Married","House / apartment",-18335,-2796,1,0,0,0,"Drivers",2
"1080",5142781,0,"M","Y","N",2,157500,"Working","Secondary / secondary special","Separated","With parents",-13979,-1626,1,0,0,0,"Laborers",3
"1234",5146558,0,"M","N","Y",2,157500,"Working","Secondary / secondary special","Married","House / apartment",-15031,-1436,1,0,0,0,"Laborers",4
"636",5099914,0,"F","N","Y",2,126000,"Working","Secondary / secondary special","Married","House / apartment",-10020,-1587,1,1,1,0,"Sales staff",4
"580",5050756,0,"M","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18058,-4031,1,1,0,0,"Drivers",2
"1146",5085780,0,"M","N","Y",0,315000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-17995,-4034,1,0,0,0,"Managers",2
"1514",5062334,0,"F","N","N",0,94500,"Working","Higher education","Married","House / apartment",-9071,-958,1,0,0,0,"",2
"1270",5132845,0,"F","N","Y",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-17493,-3694,1,0,0,1,"Medicine staff",2
"418",5117403,0,"F","N","N",0,94500,"Working","Secondary / secondary special","Married","House / apartment",-16758,-1619,1,0,0,0,"Waiters/barmen staff",2
"831",5113373,0,"F","N","Y",1,180000,"Pensioner","Higher education","Married","House / apartment",-18979,365243,1,0,1,0,"",3
"898",5090805,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-16814,-6614,1,0,0,0,"",1
"1118",5068511,0,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15875,-2758,1,1,1,0,"Core staff",2
"755",5090335,0,"F","Y","Y",0,144000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-13095,-3716,1,1,1,0,"Medicine staff",2
"212",5143231,0,"F","Y","Y",1,1575000,"Commercial associate","Higher education","Single / not married","House / apartment",-10142,-2479,1,0,0,0,"Managers",2
"1141",5117182,0,"M","Y","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20570,365243,1,0,0,0,"",2
"1069",5116005,0,"M","Y","Y",1,9e+05,"Commercial associate","Higher education","Civil marriage","House / apartment",-16923,-2537,1,0,0,0,"High skill tech staff",3
"912",5029423,0,"F","N","Y",1,315000,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-11206,-2514,1,0,0,1,"Core staff",3
"752",5037008,0,"F","N","Y",0,67500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20456,365243,1,0,1,0,"",1
"1482",5091171,0,"M","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23969,365243,1,0,0,0,"",2
"816",5044987,0,"F","N","Y",0,141750,"Pensioner","Higher education","Married","House / apartment",-20345,365243,1,0,1,0,"",2
"1224",5125775,0,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-23360,-469,1,0,0,0,"",2
"1219",5009301,0,"F","N","N",0,193500,"Working","Secondary / secondary special","Single / not married","Municipal apartment",-16099,-1866,1,0,1,0,"Laborers",1
"251",5042286,0,"F","N","Y",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-10809,-1222,1,0,0,0,"Secretaries",1
